OID_,Clips_DEM_Large_S3_Regm6,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
5640,-13,-5.062848011150471,18.217051927536478,-13.2984505,-1.0370922,20.7019367,1.0598840
5641,-13,-5.055391371150471,18.217051927536478,-13.3004065,-0.9533456,20.4947987,0.9832748
5642,-13,-5.047934731150471,18.217051927536478,-13.3022966,-0.8750252,20.3413448,0.9363093
5643,-13,-5.040478091150471,18.217051927536478,-13.3041306,-0.8125705,20.2332649,0.9288895
5644,-13,-5.033021451150471,18.217051927536478,-13.3059149,-0.7717385,20.1517715,0.9664590
5645,-13,-5.025564811150471,18.217051927536478,-13.3076553,-0.7530428,20.0850258,1.0482881
5646,-13,-5.018108171150471,18.217051927536478,-13.3093548,-0.7571630,20.0195179,1.1696254
5647,-13,-5.010651531150471,18.217051927536478,-13.3110161,-0.7863842,19.9464645,1.3249797
5648,-13,-5.003194891150471,18.217051927536478,-13.3126392,-0.8409123,19.8539677,1.5092837
5649,-13,-4.995738251150471,18.217051927536478,-13.3142204,-0.9190049,19.7333660,1.7185749
5650,-13,-4.988281611150471,18.217051927536478,-13.3157578,-1.0172437,19.5771046,1.9495738
5651,-13,-4.980824971150471,18.217051927536478,-13.3172464,-1.1349659,19.3835087,2.1990581
5652,-13,-4.973368331150471,18.217051927536478,-13.3186808,-1.2738125,19.1474800,2.4635766
5653,-13,-4.965911691150471,18.217051927536478,-13.3200541,-1.4362845,18.8641090,2.7386708
5654,-13,-4.958455051150471,18.217051927536478,-13.3213568,-1.6161783,18.5291100,3.0186207
5655,-13,-4.950998411150471,18.217051927536478,-13.3225794,-1.8095295,18.1445885,3.2962022
5656,-13,-4.943541771150471,18.217051927536478,-13.3237095,-2.0106516,17.7163315,3.5624542
5657,-13,-4.936085131150471,18.217051927536478,-13.3247366,-2.2105002,17.2461891,3.8062449
5658,-13,-4.928628491150471,18.217051927536478,-13.3256464,-2.4024787,16.7510490,4.0145936
5659,-13,-4.921171851150472,18.217051927536478,-13.3264303,-2.5843804,16.2396183,4.1745648
5660,-13,-4.913715211150471,18.217051927536478,-13.3270760,-2.7543588,15.7278471,4.2765336
5661,-13,-4.906258571150472,18.217051927536478,-13.3275738,-2.9108202,15.2353249,4.3169074
5662,-13,-4.898801931150472,18.217051927536478,-13.3279142,-3.0530822,14.7822676,4.2983131
5663,-13,-4.891345291150472,18.217051927536478,-13.3280869,-3.1741068,14.3920259,4.2277937
5664,-13,-4.883888651150472,18.217051927536478,-13.3280830,-3.2661994,14.0919800,4.1141796
5665,-13,-4.876432011150472,18.217051927536478,-13.3278942,-3.3197603,13.9033813,3.9661860
5666,-13,-4.868975371150472,18.217051927536478,-13.3275156,-3.3324051,13.8384352,3.7910111
5667,-13,-4.861518731150472,18.217051927536478,-13.3269463,-3.3061373,13.8995790,3.5933931
5668,-13,-4.854062091150472,18.217051927536478,-13.3261852,-3.2510042,14.0821104,3.3759968
5669,-13,-4.846605451150472,18.217051927536478,-13.3252363,-3.1675029,14.3743448,3.1413100
5670,-13,-4.839148811150472,18.217051927536478,-13.3241024,-3.0604122,14.7630529,2.8939860
5671,-13,-4.831692171150472,18.217051927536478,-13.3227892,-2.9276989,15.2248974,2.6415424
5672,-13,-4.824235531150472,18.217051927536478,-13.3213024,-2.7726636,15.7390461,2.3928101
5673,-13,-4.816778891150472,18.217051927536478,-13.3196507,-2.5966260,16.2736473,2.1559274
5674,-13,-4.809322251150472,18.217051927536478,-13.3178453,-2.4056635,16.8067436,1.9374499
5675,-13,-4.801865611150472,18.217051927536478,-13.3158989,-2.1995616,17.3176174,1.7433498
5676,-13,-4.794408971150472,18.217051927536478,-13.3138237,-1.9854302,17.7824249,1.5794972
5677,-13,-4.786952331150472,18.217051927536478,-13.3116360,-1.7699556,18.1890831,1.4516891
5678,-13,-4.779495691150472,18.217051927536478,-13.3093510,-1.5639623,18.5306416,1.3631222
5679,-13,-4.772039051150472,18.217051927536478,-13.3069849,-1.3673064,18.8066845,1.3132092
5680,-13,-4.764582411150472,18.217051927536478,-13.3045511,-1.1899211,19.0189610,1.2962295
5681,-13,-4.757125771150472,18.217051927536478,-13.3020639,-1.0338470,19.1732769,1.3018547
5682,-13,-4.749669131150472,18.217051927536478,-13.2995348,-0.8974081,19.2881584,1.3187032
5683,-13,-4.742212491150472,18.217051927536478,-13.2969713,-0.7785152,19.3608551,1.3369387
5684,-13,-4.734755851150472,18.217051927536478,-13.2943850,-0.6775696,19.4038868,1.3487884
5685,-13,-4.727299211150472,18.217051927536478,-13.2917805,-0.5993578,19.4269619,1.3491937
5686,-13,-4.719842571150472,18.217051927536478,-13.2891645,-0.5436660,19.4417877,1.3357419
5687,-13,-4.712385931150472,18.217051927536478,-13.2865381,-0.5136340,19.4658508,1.3078014
5688,-13,-4.704929291150472,18.217051927536478,-13.2839031,-0.5040431,19.5107365,1.2658011
5689,-13,-4.697472651150472,18.217051927536478,-13.2812567,-0.5074330,19.5928020,1.2111231
5690,-13,-4.690016011150472,18.217051927536478,-13.2785940,-0.5133343,19.7090073,1.1451513
5691,-13,-4.682559371150472,18.217051927536478,-13.2759132,-0.5139003,19.8520241,1.0690120
5692,-13,-4.675102731150472,18.217051927536478,-13.2732115,-0.5032845,20.0151215,0.9845643
5693,-13,-4.667646091150472,18.217051927536478,-13.2704868,-0.4797792,20.1796761,0.8939989
5694,-13,-4.660189451150472,18.217051927536478,-13.2677402,-0.4438760,20.3349361,0.8013148
5695,-13,-4.652732811150472,18.217051927536478,-13.2649727,-0.4002950,20.4687328,0.7156532
5696,-13,-4.645276171150472,18.217051927536478,-13.2621889,-0.3513942,20.5733395,0.6532153
5697,-13,-4.637819531150472,18.217051927536478,-13.2593918,-0.2943362,20.6518936,0.6360470
5698,-13,-4.630362891150472,18.217051927536478,-13.2565851,-0.2265725,20.6897125,0.6810272
5699,-13,-4.622906251150471,18.217051927536478,-13.2537756,-0.1450177,20.6807156,0.7852001
5700,-13,-4.615449611150471,18.217051927536478,-13.2509689,-0.0496276,20.6152534,0.9302199
5701,-13,-4.607992971150471,18.217051927536478,-13.2481756,0.0536013,20.4756298,1.0966022
5702,-13,-4.600536331150471,18.217051927536478,-13.2454071,0.1530508,20.2687874,1.2700586
5703,-13,-4.593079691150471,18.217051927536478,-13.2426729,0.2424662,20.0015259,1.4398483
5704,-13,-4.585623051150471,18.217051927536478,-13.2399817,0.3207632,19.6845608,1.5978374
5705,-13,-4.578166411150471,18.217051927536478,-13.2373409,0.3853630,19.3291588,1.7379001
5706,-13,-4.570709771150471,18.217051927536478,-13.2347584,0.4464227,18.9456921,1.8543954
5707,-13,-4.563253131150471,18.217051927536478,-13.2322397,0.5014479,18.5330276,1.9431856
5708,-13,-4.555796491150471,18.217051927536478,-13.2297907,0.5462251,18.0933647,2.0016835
5709,-13,-4.548339851150471,18.217051927536478,-13.2274189,0.5714814,17.6401787,2.0285752
5710,-13,-4.540883211150471,18.217051927536478,-13.2251272,0.5721527,17.1807804,2.0240233
5711,-13,-4.533426571150471,18.217051927536478,-13.2229204,0.5430012,16.7388020,1.9898474
5712,-13,-4.525969931150471,18.217051927536478,-13.2207956,0.4884743,16.3315792,1.9282296
5713,-13,-4.518513291150471,18.217051927536478,-13.2187510,0.4124354,15.9640217,1.8427724
5714,-13,-5.271633931150472,18.209595287536480,-13.2205324,0.1970799,19.8595753,1.8421774
5715,-13,-5.264177291150472,18.209595287536480,-13.2229900,0.1509262,20.4071274,1.8187575
5716,-13,-5.256720651150472,18.209595287536480,-13.2255096,0.1077794,20.9433002,1.7890702
5717,-13,-5.249264011150472,18.209595287536480,-13.2280884,0.0661965,21.4685860,1.7522081
5718,-13,-5.241807371150472,18.209595287536480,-13.2307253,0.0363765,21.9756050,1.7064304
5719,-13,-5.234350731150472,18.209595287536480,-13.2334166,0.0236391,22.4719467,1.6487842
5720,-13,-5.226894091150472,18.209595287536480,-13.2361641,0.0238764,22.9727535,1.5752333
5721,-13,-5.219437451150472,18.209595287536480,-13.2389679,0.0143790,23.4698620,1.4832118
5722,-13,-5.211980811150472,18.209595287536480,-13.2418299,-0.0088868,23.9430962,1.3708344
5723,-13,-5.204524171150472,18.209595287536480,-13.2447453,-0.0473863,24.3780212,1.2367774
5724,-13,-5.197067531150472,18.209595287536480,-13.2477093,-0.1035514,24.7649345,1.0815879
5725,-13,-5.189610891150472,18.209595287536480,-13.2507162,-0.1755242,25.0820408,0.9092888
5726,-13,-5.182154251150472,18.209595287536480,-13.2537546,-0.2573705,25.3244495,0.7312229
5727,-13,-5.174697611150472,18.209595287536480,-13.2568130,-0.3494497,25.4911041,0.5740922
5728,-13,-5.167240971150472,18.209595287536480,-13.2598810,-0.4517809,25.5716400,0.4898190
5729,-13,-5.159784331150472,18.209595287536480,-13.2629442,-0.5642737,25.5689030,0.5300834
5730,-13,-5.152327691150472,18.209595287536480,-13.2659893,-0.6934507,25.4804573,0.6707630
5731,-13,-5.144871051150472,18.209595287536480,-13.2690001,-0.8366050,25.2885227,0.8504779
5732,-13,-5.137414411150472,18.209595287536480,-13.2719574,-0.9743114,24.9953136,1.0306989
5733,-13,-5.129957771150472,18.209595287536480,-13.2748442,-1.0920453,24.6199188,1.1910733
5734,-13,-5.122501131150472,18.209595287536480,-13.2776470,-1.1849247,24.1833191,1.3193387
5735,-13,-5.115044491150472,18.209595287536480,-13.2803545,-1.2477126,23.7055550,1.4080378
5736,-13,-5.107587851150472,18.209595287536480,-13.2829599,-1.2820103,23.2146187,1.4530666
5737,-13,-5.100131211150472,18.209595287536480,-13.2854605,-1.2903889,22.7281227,1.4544382
5738,-13,-5.092674571150472,18.209595287536480,-13.2878542,-1.2739968,22.2592278,1.4165633
5739,-13,-5.085217931150471,18.209595287536480,-13.2901430,-1.2348244,21.8272781,1.3464813
5740,-13,-5.077761291150471,18.209595287536480,-13.2923317,-1.1748247,21.4367561,1.2530226
5741,-13,-5.070304651150471,18.209595287536480,-13.2944250,-1.0953252,21.0978222,1.1467272
5742,-13,-5.062848011150471,18.209595287536480,-13.2964334,-1.0023472,20.8228741,1.0382695
5743,-13,-5.055391371150471,18.209595287536480,-13.2983646,-0.9054750,20.6088905,0.9387751
5744,-13,-5.047934731150471,18.209595287536480,-13.3002300,-0.8130457,20.4527760,0.8598812
5745,-13,-5.040478091150471,18.209595287536480,-13.3020382,-0.7367073,20.3457909,0.8122331
5746,-13,-5.033021451150471,18.209595287536480,-13.3037996,-0.6818553,20.2707806,0.8047078
5747,-13,-5.025564811150471,18.209595287536480,-13.3055172,-0.6497039,20.2166405,0.8409714
5748,-13,-5.018108171150471,18.209595287536480,-13.3071976,-0.6411684,20.1744480,0.9189786
5749,-13,-5.010651531150471,18.209595287536480,-13.3088408,-0.6581724,20.1301842,1.0339139
5750,-13,-5.003194891150471,18.209595287536480,-13.3104486,-0.7000043,20.0778770,1.1805969
5751,-13,-4.995738251150471,18.209595287536480,-13.3120184,-0.7671880,20.0071507,1.3548914
5752,-13,-4.988281611150471,18.209595287536480,-13.3135471,-0.8538220,19.9117298,1.5535105
5753,-13,-4.980824971150471,18.209595287536480,-13.3150301,-0.9604834,19.7883224,1.7734042
5754,-13,-4.973368331150471,18.209595287536480,-13.3164625,-1.0907559,19.6310406,2.0114026
5755,-13,-4.965911691150471,18.209595287536480,-13.3178377,-1.2443161,19.4330540,2.2633796
5756,-13,-4.958455051150471,18.209595287536480,-13.3191452,-1.4162585,19.1905708,2.5240188
5757,-13,-4.950998411150471,18.209595287536480,-13.3203764,-1.6020013,18.9038868,2.7867026
5758,-13,-4.943541771150471,18.209595287536480,-13.3215189,-1.7936174,18.5738621,3.0433199
5759,-13,-4.936085131150471,18.209595287536480,-13.3225603,-1.9837917,18.2070999,3.2842114
5760,-13,-4.928628491150471,18.209595287536480,-13.3234892,-2.1672797,17.8098507,3.4984095
5761,-13,-4.921171851150472,18.209595287536480,-13.3242950,-2.3431647,17.3933372,3.6747181
5762,-13,-4.913715211150471,18.209595287536480,-13.3249664,-2.5082829,16.9670696,3.8034639
5763,-13,-4.906258571150472,18.209595287536480,-13.3254938,-2.6626859,16.5444622,3.8785470
5764,-13,-4.898801931150472,18.209595287536480,-13.3258677,-2.8030348,16.1425037,3.8984063
5765,-13,-4.891345291150472,18.209595287536480,-13.3260775,-2.9256196,15.7797661,3.8655784
5766,-13,-4.883888651150472,18.209595287536480,-13.3261137,-3.0185540,15.4765406,3.7850862
5767,-13,-4.876432011150472,18.209595287536480,-13.3259706,-3.0759001,15.2508421,3.6632030
5768,-13,-4.868975371150472,18.209595287536480,-13.3256416,-3.0965886,15.1119595,3.5063732
5769,-13,-4.861518731150472,18.209595287536480,-13.3251276,-3.0839853,15.0654383,3.3204257
5770,-13,-4.854062091150472,18.209595287536480,-13.3244267,-3.0450902,15.1113214,3.1102390
5771,-13,-4.846605451150472,18.209595287536480,-13.3235426,-2.9818156,15.2489071,2.8803945
5772,-13,-4.839148811150472,18.209595287536480,-13.3224773,-2.8948634,15.4716444,2.6364636
5773,-13,-4.831692171150472,18.209595287536480,-13.3212366,-2.7815344,15.7669716,2.3860726
5774,-13,-4.824235531150472,18.209595287536480,-13.3198261,-2.6454496,16.1163692,2.1387527
5775,-13,-4.816778891150472,18.209595287536480,-13.3182545,-2.4884038,16.4994678,1.9047148
5776,-13,-4.809322251150472,18.209595287536480,-13.3165321,-2.3142185,16.8944035,1.6935039
5777,-13,-4.801865611150472,18.209595287536480,-13.3146706,-2.1250947,17.2811470,1.5141773
5778,-13,-4.794408971150472,18.209595287536480,-13.3126831,-1.9296106,17.6390247,1.3745733
5779,-13,-4.786952331150472,18.209595287536480,-13.3105850,-1.7316988,17.9576225,1.2803732
5780,-13,-4.779495691150472,18.209595287536480,-13.3083897,-1.5383891,18.2284698,1.2316366
5781,-13,-4.772039051150472,18.209595287536480,-13.3061142,-1.3553330,18.4444695,1.2221354
5782,-13,-4.764582411150472,18.209595287536480,-13.3037710,-1.1894022,18.6114693,1.2405539
5783,-13,-4.757125771150472,18.209595287536480,-13.3013735,-1.0445197,18.7309799,1.2733846
5784,-13,-4.749669131150472,18.209595287536480,-13.2989330,-0.9182170,18.8166695,1.3089237
5785,-13,-4.742212491150472,18.209595287536480,-13.2964582,-0.8120961,18.8725014,1.3388307
5786,-13,-4.734755851150472,18.209595287536480,-13.2939568,-0.7240066,18.9055691,1.3575934
5787,-13,-4.727299211150472,18.209595287536480,-13.2914362,-0.6595789,18.9288731,1.3625556
5788,-13,-4.719842571150472,18.209595287536480,-13.2888994,-0.6169205,18.9522724,1.3533279
5789,-13,-4.712385931150472,18.209595287536480,-13.2863493,-0.5980642,18.9932728,1.3308049
5790,-13,-4.704929291150472,18.209595287536480,-13.2837849,-0.6001479,19.0621758,1.2963581
5791,-13,-4.697472651150472,18.209595287536480,-13.2812033,-0.6139211,19.1750813,1.2517303
5792,-13,-4.690016011150472,18.209595287536480,-13.2785997,-0.6292546,19.3291759,1.1979241
5793,-13,-4.682559371150472,18.209595287536480,-13.2759714,-0.6369895,19.5167141,1.1351532
5794,-13,-4.675102731150472,18.209595287536480,-13.2733135,-0.6320423,19.7312145,1.0639282
5795,-13,-4.667646091150472,18.209595287536480,-13.2706242,-0.6129023,19.9504509,0.9842955
5796,-13,-4.660189451150472,18.209595287536480,-13.2679052,-0.5791948,20.1657143,0.8974141
5797,-13,-4.652732811150472,18.209595287536480,-13.2651558,-0.5351154,20.3630733,0.8085065
5798,-13,-4.645276171150472,18.209595287536480,-13.2623806,-0.4836974,20.5319824,0.7284840
5799,-13,-4.637819531150472,18.209595287536480,-13.2595825,-0.4226399,20.6767445,0.6760616
5800,-13,-4.630362891150472,18.209595287536480,-13.2567644,-0.3477974,20.7804108,0.6743042
5801,-13,-4.622906251150471,18.209595287536480,-13.2539349,-0.2567080,20.8346233,0.7352165
5802,-13,-4.615449611150471,18.209595287536480,-13.2510996,-0.1529925,20.8291283,0.8503379
5803,-13,-4.607992971150471,18.209595287536480,-13.2482691,-0.0393561,20.7499828,1.0003629
5804,-13,-4.600536331150471,18.209595287536480,-13.2454557,0.0724583,20.5998573,1.1676464
5805,-13,-4.593079691150471,18.209595287536480,-13.2426682,0.1746656,20.3840084,1.3388180
5806,-13,-4.585623051150471,18.209595287536480,-13.2399168,0.2674573,20.1168919,1.5037385
5807,-13,-4.578166411150471,18.209595287536480,-13.2372103,0.3517884,19.8036766,1.6548239
5808,-13,-4.570709771150471,18.209595287536480,-13.2345562,0.4316057,19.4532070,1.7854024
5809,-13,-4.563253131150471,18.209595287536480,-13.2319613,0.5071388,19.0687828,1.8903455
5810,-13,-4.555796491150471,18.209595287536480,-13.2294350,0.5725922,18.6449509,1.9662485
5811,-13,-4.548339851150471,18.209595287536480,-13.2269840,0.6203399,18.2004528,2.0108554
5812,-13,-4.540883211150471,18.209595287536480,-13.2246132,0.6405929,17.7431526,2.0234466
5813,-13,-4.533426571150471,18.209595287536480,-13.2223282,0.6327478,17.2944431,2.0051262
5814,-13,-4.525969931150471,18.209595287536480,-13.2201281,0.5981619,16.8757706,1.9573478
5815,-13,-4.518513291150471,18.209595287536480,-13.2180119,0.5414705,16.4864178,1.8831096
5816,-13,-5.271633931150472,18.202138647536479,-13.2193413,0.1649148,19.6471291,1.8605188
5817,-13,-5.264177291150472,18.202138647536479,-13.2217426,0.1297216,20.1950855,1.8427246
5818,-13,-5.256720651150472,18.202138647536479,-13.2242041,0.0971734,20.7367954,1.8192645
5819,-13,-5.249264011150472,18.202138647536479,-13.2267246,0.0677017,21.2692413,1.7893687
5820,-13,-5.241807371150472,18.202138647536479,-13.2293024,0.0508665,21.7881889,1.7512023
5821,-13,-5.234350731150472,18.202138647536479,-13.2319355,0.0499218,22.3002319,1.7015420
5822,-13,-5.226894091150472,18.202138647536479,-13.2346258,0.0600518,22.8166409,1.6358896
5823,-13,-5.219437451150472,18.202138647536479,-13.2373762,0.0607734,23.3349895,1.5511818
5824,-13,-5.211980811150472,18.202138647536479,-13.2401867,0.0460165,23.8329239,1.4450291
5825,-13,-5.204524171150472,18.202138647536479,-13.2430553,0.0125132,24.2952194,1.3154529
5826,-13,-5.197067531150472,18.202138647536479,-13.2459784,-0.0415821,24.7121754,1.1623544
5827,-13,-5.189610891150472,18.202138647536479,-13.2489481,-0.1154757,25.0594540,0.9888530
5828,-13,-5.182154251150472,18.202138647536479,-13.2519541,-0.2006823,25.3314896,0.8043888
5829,-13,-5.174697611150472,18.202138647536479,-13.2549868,-0.2997339,25.5277462,0.6311921
5830,-13,-5.167240971150472,18.202138647536479,-13.2580318,-0.4112678,25.6354809,0.5148610
5831,-13,-5.159784331150472,18.202138647536479,-13.2610769,-0.5331520,25.6555214,0.5170072
5832,-13,-5.152327691150472,18.202138647536479,-13.2641058,-0.6701360,25.5882530,0.6372951
5833,-13,-5.144871051150472,18.202138647536479,-13.2671032,-0.8215101,25.4169388,0.8128875
5834,-13,-5.137414411150472,18.202138647536479,-13.2700491,-0.9671284,25.1391754,0.9966820
5835,-13,-5.129957771150472,18.202138647536479,-13.2729244,-1.0923611,24.7751312,1.1639055
5836,-13,-5.122501131150472,18.202138647536479,-13.2757158,-1.1898806,24.3465519,1.3003589
5837,-13,-5.115044491150472,18.202138647536479,-13.2784119,-1.2555343,23.8743401,1.3976928
5838,-13,-5.107587851150472,18.202138647536479,-13.2810040,-1.2911273,23.3847027,1.4511540
5839,-13,-5.100131211150472,18.202138647536479,-13.2834892,-1.2986622,22.8961544,1.4602212
5840,-13,-5.092674571150472,18.202138647536479,-13.2858658,-1.2778565,22.4242153,1.4287019
5841,-13,-5.085217931150471,18.202138647536479,-13.2881374,-1.2320553,21.9858589,1.3630027
5842,-13,-5.077761291150471,18.202138647536479,-13.2903070,-1.1670599,21.5874729,1.2712390
5843,-13,-5.070304651150471,18.202138647536479,-13.2923813,-1.0833642,21.2383537,1.1629481
5844,-13,-5.062848011150471,18.202138647536479,-13.2943678,-0.9822724,20.9486904,1.0475608
5845,-13,-5.055391371150471,18.202138647536479,-13.2962780,-0.8753574,20.7211361,0.9344991
5846,-13,-5.047934731150471,18.202138647536479,-13.2981205,-0.7729858,20.5536728,0.8334190
5847,-13,-5.040478091150471,18.202138647536479,-13.2999077,-0.6872301,20.4367180,0.7536505
5848,-13,-5.033021451150471,18.202138647536479,-13.3016462,-0.6220465,20.3571415,0.7049805
5849,-13,-5.025564811150471,18.202138647536479,-13.3033428,-0.5802043,20.3033867,0.6951101
5850,-13,-5.018108171150471,18.202138647536479,-13.3050022,-0.5601614,20.2684937,0.7269579
5851,-13,-5.010651531150471,18.202138647536479,-13.3066263,-0.5681640,20.2415104,0.7987000
5852,-13,-5.003194891150471,18.202138647536479,-13.3082142,-0.6008968,20.2143726,0.9058335
5853,-13,-4.995738251150471,18.202138647536479,-13.3097668,-0.6562068,20.1793709,1.0437809
5854,-13,-4.988281611150471,18.202138647536479,-13.3112793,-0.7307701,20.1312447,1.2087073
5855,-13,-4.980824971150471,18.202138647536479,-13.3127489,-0.8266236,20.0651131,1.3972596
5856,-13,-4.973368331150471,18.202138647536479,-13.3141699,-0.9456997,19.9758644,1.6062865
5857,-13,-4.965911691150471,18.202138647536479,-13.3155355,-1.0876604,19.8536320,1.8319224
5858,-13,-4.958455051150471,18.202138647536479,-13.3168383,-1.2491882,19.6953697,2.0693736
5859,-13,-4.950998411150471,18.202138647536479,-13.3180656,-1.4212848,19.4982738,2.3127143
5860,-13,-4.943541771150471,18.202138647536479,-13.3192081,-1.6010737,19.2629623,2.5546968
5861,-13,-4.936085131150471,18.202138647536479,-13.3202524,-1.7777811,18.9926434,2.7868798
5862,-13,-4.928628491150471,18.202138647536479,-13.3211889,-1.9495605,18.6930542,2.9997382
5863,-13,-4.921171851150472,18.202138647536479,-13.3220062,-2.1135743,18.3701706,3.1834688
5864,-13,-4.913715211150471,18.202138647536479,-13.3226948,-2.2704988,18.0290203,3.3288856
5865,-13,-4.906258571150472,18.202138647536479,-13.3232441,-2.4184544,17.6804485,3.4288909
5866,-13,-4.898801931150472,18.202138647536479,-13.3236446,-2.5566437,17.3328724,3.4795294
5867,-13,-4.891345291150472,18.202138647536479,-13.3238869,-2.6756437,17.0040035,3.4800882
5868,-13,-4.883888651150472,18.202138647536479,-13.3239613,-2.7693803,16.7075043,3.4323092
5869,-13,-4.876432011150472,18.202138647536479,-13.3238621,-2.8294334,16.4584942,3.3397915
5870,-13,-4.868975371150472,18.202138647536479,-13.3235836,-2.8579807,16.2662945,3.2073190
5871,-13,-4.861518731150472,18.202138647536479,-13.3231258,-2.8566630,16.1368942,3.0403068
5872,-13,-4.854062091150472,18.202138647536479,-13.3224888,-2.8357377,16.0721359,2.8443301
5873,-13,-4.846605451150472,18.202138647536479,-13.3216743,-2.7902622,16.0771885,2.6252174
5874,-13,-4.839148811150472,18.202138647536479,-13.3206844,-2.7243574,16.1518478,2.3895497
5875,-13,-4.831692171150472,18.202138647536479,-13.3195238,-2.6338761,16.2900352,2.1455224
5876,-13,-4.824235531150472,18.202138647536479,-13.3181982,-2.5196316,16.4846535,1.9032053
5877,-13,-4.816778891150472,18.202138647536479,-13.3167143,-2.3830950,16.7162457,1.6739587
5878,-13,-4.809322251150472,18.202138647536479,-13.3150845,-2.2291634,16.9715366,1.4696034
5879,-13,-4.801865611150472,18.202138647536479,-13.3133173,-2.0611434,17.2341690,1.3022625
5880,-13,-4.794408971150472,18.202138647536479,-13.3114262,-1.8851708,17.4832859,1.1824142
5881,-13,-4.786952331150472,18.202138647536479,-13.3094263,-1.7056414,17.7115803,1.1161115
5882,-13,-4.779495691150472,18.202138647536479,-13.3073301,-1.5280725,17.9098682,1.1002882
5883,-13,-4.772039051150472,18.202138647536479,-13.3051519,-1.3586609,18.0688267,1.1231413
5884,-13,-4.764582411150472,18.202138647536479,-13.3029051,-1.2051531,18.1903496,1.1686496
5885,-13,-4.757125771150472,18.202138647536479,-13.3006039,-1.0707679,18.2769985,1.2215282
5886,-13,-4.749669131150472,18.202138647536479,-13.2982569,-0.9557145,18.3379574,1.2706124
5887,-13,-4.742212491150472,18.202138647536479,-13.2958736,-0.8608899,18.3779678,1.3091593
5888,-13,-4.734755851150472,18.202138647536479,-13.2934628,-0.7843639,18.4058170,1.3337328
5889,-13,-4.727299211150472,18.202138647536479,-13.2910271,-0.7313789,18.4298420,1.3436773
5890,-13,-4.719842571150472,18.202138647536479,-13.2885733,-0.7007493,18.4625301,1.3402923
5891,-13,-4.712385931150472,18.202138647536479,-13.2861004,-0.6917228,18.5212536,1.3258188
5892,-13,-4.704929291150472,18.202138647536479,-13.2836084,-0.7031764,18.6116390,1.3023701
5893,-13,-4.697472651150472,18.202138647536479,-13.2810936,-0.7264687,18.7532902,1.2717704
5894,-13,-4.690016011150472,18.202138647536479,-13.2785511,-0.7510608,18.9432430,1.2344356
5895,-13,-4.682559371150472,18.202138647536479,-13.2759762,-0.7660630,19.1734047,1.1895727
5896,-13,-4.675102731150472,18.202138647536479,-13.2733650,-0.7666396,19.4367275,1.1362185
5897,-13,-4.667646091150472,18.202138647536479,-13.2707138,-0.7507831,19.7070217,1.0724469
5898,-13,-4.660189451150472,18.202138647536479,-13.2680244,-0.7201493,19.9781837,0.9971088
5899,-13,-4.652732811150472,18.202138647536479,-13.2652960,-0.6776467,20.2366486,0.9124209
5900,-13,-4.645276171150472,18.202138647536479,-13.2625322,-0.6233612,20.4705296,0.8250408
5901,-13,-4.637819531150472,18.202138647536479,-13.2597361,-0.5568966,20.6800613,0.7487969
5902,-13,-4.630362891150472,18.202138647536479,-13.2569113,-0.4754424,20.8475361,0.7053993
5903,-13,-4.622906251150471,18.202138647536479,-13.2540646,-0.3763726,20.9648514,0.7161675
5904,-13,-4.615449611150471,18.202138647536479,-13.2512045,-0.2616692,21.0205612,0.7880405
5905,-13,-4.607992971150471,18.202138647536479,-13.2483406,-0.1372455,21.0010223,0.9092386
5906,-13,-4.600536331150471,18.202138647536479,-13.2454844,-0.0147232,20.9086113,1.0610311
5907,-13,-4.593079691150471,18.202138647536479,-13.2426462,0.1010701,20.7482147,1.2270193
5908,-13,-4.585623051150471,18.202138647536479,-13.2398376,0.2105125,20.5307922,1.3942668
5909,-13,-4.578166411150471,18.202138647536479,-13.2370672,0.3123621,20.2614250,1.5531554
5910,-13,-4.570709771150471,18.202138647536479,-13.2343435,0.4115658,19.9493141,1.6956505
5911,-13,-4.563253131150471,18.202138647536479,-13.2316742,0.5081801,19.5933647,1.8154185
5912,-13,-4.555796491150471,18.202138647536479,-13.2290697,0.5949891,19.1890945,1.9081209
5913,-13,-4.548339851150471,18.202138647536479,-13.2265387,0.6628428,18.7557278,1.9705560
5914,-13,-4.540883211150471,18.202138647536479,-13.2240877,0.7044892,18.3030319,2.0010345
5915,-13,-4.533426571150471,18.202138647536479,-13.2217216,0.7183151,17.8508320,1.9997627
5916,-13,-4.525969931150471,18.202138647536479,-13.2194424,0.7062119,17.4200172,1.9673381
5917,-13,-4.518513291150471,18.202138647536479,-13.2172508,0.6701015,17.0105896,1.9059718
5918,-13,-5.271633931150472,18.194682007536478,-13.2181101,0.1524009,19.4244137,1.8813151
5919,-13,-5.264177291150472,18.194682007536478,-13.2204523,0.1269815,19.9764156,1.8692100
5920,-13,-5.256720651150472,18.194682007536478,-13.2228537,0.1044344,20.5246887,1.8518081
5921,-13,-5.249264011150472,18.194682007536478,-13.2253132,0.0871677,21.0669613,1.8284740
5922,-13,-5.241807371150472,18.194682007536478,-13.2278309,0.0804463,21.5991306,1.7973313
5923,-13,-5.234350731150472,18.194682007536478,-13.2304058,0.0876098,22.1272221,1.7549421
5924,-13,-5.226894091150472,18.194682007536478,-13.2330389,0.1037797,22.6596050,1.6965352
